split,short_side_640_px,long_side_640_px,area_640_px2,aspect_ratio
train,21.25,28.75,610.9375,1.35294117647
train,15.2901023891,17.9067357513,273.795823091,1.17113249445
train,14.1979522184,15.9170984456,225.990203187,1.12108409725
train,30,36.25,1087.5,1.20833333333
train,28.75,40,1150,1.39130434783
train,37.5,37.5,1406.25,1
train,18.75,25,468.75,1.33333333333
train,15.2901023891,17.2435233161,263.655237051,1.12775721688
train,26.25,32.5,853.125,1.2380952381
train,26.25,37.5,984.375,1.42857142857
train,19.6587030717,19.896373057,391.136890131,1.01208981002
train,16.3822525597,23.2124352332,380.271976516,1.41692573402
train,27.8549222798,30.0341296928,836.598348335,1.0782341947
train,32.2184300341,45.7616580311,1474.36877752,1.42035654694
train,28.9419795222,30.5077720207,882.955313091,1.05410108515
train,20.204778157,30.5077720207,616.402765743,1.50992858143
train,13.1058020478,21.8860103627,286.833719429,1.66994818653
train,17.4744027304,20.5595854922,359.266476861,1.17655440415
train,18.0204778157,22.5492227979,406.347769191,1.25131103784
train,18.0204778157,26.5284974093,478.056199049,1.47213063275
train,18.566552901,18.5699481865,344.779925374,1.00018287108
train,14.7440273038,21.8860103627,322.687934358,1.48439838803
train,14.1979522184,21.2227979275,301.320270915,1.49477879633
train,15.8361774744,23.8756476684,378.098993793,1.50766482044
train,15.8361774744,18.5699481865,294.076995172,1.17262819368
train,30,35,1050,1.16666666667
train,18.0204778157,20.5595854922,370.493554263,1.14090124038
train,33.75,50,1687.5,1.48148148148
train,21.2969283276,29.8445595855,635.597446462,1.40135512156
train,41.25,43.75,1804.6875,1.06060606061
train,20.204778157,24.5388601036,495.802224619,1.21450777202
train,33.75,33.75,1139.0625,1
train,33.75,40,1350,1.18518518519
train,28.75,45,1293.75,1.5652173913
train,22.5,28.75,646.875,1.27777777778
train,20,33.75,675,1.6875
train,17.5,31.25,546.875,1.78571428571
train,21.25,36.25,770.3125,1.70588235294
train,27.3037542662,39.1295336788,1068.38317212,1.43311917098
train,16.9283276451,26.5284974093,449.083096076,1.56710680261
train,32.5,40,1300,1.23076923077
train,16.9283276451,19.2331606218,325.585244655,1.13615243189
train,24.5733788396,38.4663212435,945.247484482,1.56536557283
train,38.75,40,1550,1.03225806452
train,23.75,50,1187.5,2.10526315789
train,14.7440273038,21.8860103627,322.687934358,1.48439838803
train,24.0273037543,28.518134715,685.213885303,1.18690532266
train,20,41.25,825,2.0625
train,15.8361774744,21.2227979275,336.087994483,1.34014650706
train,26.5284974093,32.7645051195,869.193089179,1.23506825939
train,18.75,37.5,703.125,2
train,16.25,38.75,629.6875,2.38461538462
train,21.25,22.5,478.125,1.05882352941
train,26.25,32.5,853.125,1.2380952381
train,22.9351535836,23.8756476684,547.591646183,1.04100666173
train,17.4744027304,20.5595854922,359.266476861,1.17655440415
train,20,28.75,575,1.4375
train,38.75,41.25,1598.4375,1.06451612903
train,18.75,28.75,539.0625,1.53333333333
train,33.75,37.5,1265.625,1.11111111111
train,25,30,750,1.2
train,26.2116040956,38.4663212435,1008.26398345,1.46753022453
train,32.5,35,1137.5,1.07692307692
train,32.5,33.75,1096.875,1.03846153846
train,28.75,30,862.5,1.04347826087
train,18.75,37.5,703.125,2
train,28.75,30,862.5,1.04347826087
train,32.5,40,1300,1.23076923077
train,14.7440273038,17.9067357513,264.017400838,1.21450777202
train,21.2227979275,31.1262798635,660.586747776,1.46664355802
train,31.1262798635,37.8031088083,1176.67014448,1.21450777202
train,20.5595854922,26.7576791809,550.126792693,1.30146977871
train,14.1979522184,19.2331606218,273.071495517,1.35464328418
train,23.75,28.75,682.8125,1.21052631579
train,20,28.75,575,1.4375
train,33.75,35,1181.25,1.03703703704
train,14.5906735751,16.3822525597,239.028099524,1.12278932671
train,14.1979522184,17.2435233161,244.822720119,1.21450777202
train,18.566552901,21.2227979275,394.034200428,1.14306613837
train,22.5,26.25,590.625,1.16666666667
train,30,41.25,1237.5,1.375
train,31.25,41.25,1289.0625,1.32
train,26.25,33.75,885.9375,1.28571428571
train,23.75,32.5,771.875,1.36842105263
train,22.5,26.25,590.625,1.16666666667
train,18.75,31.25,585.9375,1.66666666667
train,25,31.25,781.25,1.25
train,22.5,30,675,1.33333333333
train,35,46.25,1618.75,1.32142857143
train,21.2969283276,24.5388601036,522.602344869,1.15222532217
train,20.204778157,24.5388601036,495.802224619,1.21450777202
train,23.75,33.75,801.5625,1.42105263158
train,14.7440273038,20.5595854922,303.131089851,1.39443484936
train,26.7576791809,30.5077720207,816.317176254,1.14015015333
train,25,35,875,1.4
train,22.9351535836,30.5077720207,699.700436789,1.33017517888
train,18.5699481865,20.7508532423,385.342269536,1.11744271087
train,27.5,37.5,1031.25,1.36363636364
train,13.6518771331,21.2227979275,289.731029726,1.55456994819
train,14.7440273038,21.2227979275,312.909512105,1.43941661869
train,16.9283276451,17.9067357513,303.131089851,1.05779709176
train,25,32.5,812.5,1.3
train,22.5,26.25,590.625,1.16666666667
train,23.75,37.5,890.625,1.57894736842
train,11.4675767918,16.5803108808,190.135988258,1.44584258574
train,23.4812286689,26.5284974093,622.921713912,1.12977467165
train,30,40,1200,1.33333333333
train,14.1979522184,19.896373057,282.487753983,1.40135512156
train,26.25,37.5,984.375,1.42857142857
train,16.3822525597,19.2331606218,315.082494827,1.17402417962
train,19.1126279863,25.2020725389,481.67783692,1.31860843819
train,28.3959044369,34.4870466321,979.290880475,1.21450777202
train,17.4744027304,19.896373057,347.677235672,1.13860103627
train,21.8860103627,30.5802047782,669.278678668,1.39724893991
train,21.843003413,25.2020725389,550.48895648,1.15378238342
train,25,28.75,718.75,1.15
train,18.75,35,656.25,1.86666666667
train,20,25,500,1.25
train,17.4744027304,17.9067357513,312.909512105,1.02474093264
train,17.4744027304,19.2331606218,336.087994483,1.10064766839
train,17.4744027304,21.2227979275,370.85571805,1.21450777202
train,25.1194539249,28.518134715,716.359970999,1.13530074341
train,25.1194539249,32.4974093264,816.317176254,1.29371480063
train,16.3822525597,20.5595854922,336.812322057,1.25499136442
train,15.8361774744,17.2435233161,273.071495517,1.08886903698
train,19.1126279863,21.8860103627,418.299174168,1.14510732791
train,18.75,32.5,609.375,1.73333333333
train,22.5,31.25,703.125,1.38888888889
train,20,25,500,1.25
train,17.4744027304,19.2331606218,336.087994483,1.10064766839
train,16.9283276451,17.9067357513,303.131089851,1.05779709176
train,19.6587030717,19.896373057,391.136890131,1.01208981002
train,22.5492227979,26.2116040956,591.051300642,1.1624171853
train,19.2331606218,21.843003413,420.109993103,1.13569495116
train,32.2184300341,35.8134715026,1153.85382589,1.11158338456
train,13.1058020478,17.9067357513,234.682134078,1.36632124352
train,14.5906735751,19.1126279863,278.866116112,1.30992088117
train,15.2538860104,19.1126279863,291.541848662,1.25296779938
train,21.25,35,743.75,1.64705882353
train,18.5699481865,21.843003413,405.623441617,1.17625548513
train,17.9067357513,19.1126279863,342.244778864,1.06734294021
train,18.566552901,19.2331606218,357.093494138,1.0359036879
train,19.6587030717,24.5388601036,482.402164495,1.24824409902
train,18.75,30,562.5,1.6
train,17.9067357513,18.0204778157,322.687934358,1.00635191505
train,18.5699481865,20.7508532423,385.342269536,1.11744271087
train,20.204778157,25.2020725389,509.202284744,1.2473323064
train,19.1126279863,20.5595854922,392.947709066,1.07570688379
train,40,47.5,1900,1.1875
train,26.25,42.5,1115.625,1.61904761905
train,30,40,1200,1.33333333333
train,26.25,41.25,1082.8125,1.57142857143
train,37.5,41.25,1546.875,1.1
train,37.5,50,1875,1.33333333333
train,22.5,26.25,590.625,1.16666666667
train,17.5,21.25,371.875,1.21428571429
train,17.5,18.75,328.125,1.07142857143
train,17.5,18.75,328.125,1.07142857143
train,12.0136518771,18.5699481865,223.092892889,1.54573716439
train,27.5,28.75,790.625,1.04545454545
train,18.75,18.75,351.5625,1
train,21.25,30,637.5,1.41176470588
train,31.25,32.5,1015.625,1.04
train,18.75,27.5,515.625,1.46666666667
train,23.75,26.25,623.4375,1.10526315789
train,27.5,28.75,790.625,1.04545454545
train,25,31.25,781.25,1.25
train,32.5,37.5,1218.75,1.15384615385
train,28.75,31.25,898.4375,1.08695652174
train,30,37.5,1125,1.25
train,28.75,30,862.5,1.04347826087
train,22.5,22.5,506.25,1
train,18.75,20,375,1.06666666667
train,16.25,20,325,1.23076923077
train,13.75,16.25,223.4375,1.18181818182
train,17.5,17.5,306.25,1
train,15,15,225,1
train,13.75,15,206.25,1.09090909091
train,25,26.25,656.25,1.05
train,21.25,21.25,451.5625,1
train,33.75,35,1181.25,1.03703703704
train,23.75,32.5,771.875,1.36842105263
train,28.75,35,1006.25,1.21739130435
train,20,27.5,550,1.375
train,28.75,30,862.5,1.04347826087
train,36.25,36.25,1314.0625,1
train,21.25,27.5,584.375,1.29411764706
train,28.75,31.25,898.4375,1.08695652174
train,25,43.75,1093.75,1.75
train,18.75,20,375,1.06666666667
train,28.75,32.5,934.375,1.13043478261
train,31.25,33.75,1054.6875,1.08
train,28.75,30,862.5,1.04347826087
train,25,31.25,781.25,1.25
train,23.75,31.25,742.1875,1.31578947368
train,30,46.25,1387.5,1.54166666667
train,25,33.75,843.75,1.35
train,22.5,22.5,506.25,1
train,20,28.75,575,1.4375
train,27.5,38.75,1065.625,1.40909090909
train,14.1979522184,25.8652849741,367.234080178,1.82176165803
train,12.6010362694,13.1058020478,165.146686944,1.04005748159
train,11.274611399,13.6518771331,153.919609542,1.21085123469
train,11.9378238342,15.2901023891,182.530548728,1.28081152825
train,13.1058020478,14.5906735751,191.222479619,1.11329879102
train,9.82935153584,15.9170984456,156.454756052,1.61934369603
train,23.75,26.25,623.4375,1.10526315789
train,13.75,15,206.25,1.09090909091
train,13.75,17.5,240.625,1.27272727273
train,15,23.75,356.25,1.58333333333
train,16.25,17.5,284.375,1.07692307692
train,15,17.5,262.5,1.16666666667
train,17.5,25,437.5,1.42857142857
train,13.75,21.25,292.1875,1.54545454545
train,15,22.5,337.5,1.5
train,18.75,21.25,398.4375,1.13333333333
train,13.75,20,275,1.45454545455
train,16.25,26.25,426.5625,1.61538461538
train,23.75,25,593.75,1.05263157895
train,15,20,300,1.33333333333
train,20,21.25,425,1.0625
train,18.75,22.5,421.875,1.2
train,13.1058020478,13.2642487047,173.838617836,1.01208981002
train,15,20,300,1.33333333333
train,15,18.75,281.25,1.25
train,15,22.5,337.5,1.5
train,15,17.5,262.5,1.16666666667
train,16.25,21.25,345.3125,1.30769230769
train,15,16.25,243.75,1.08333333333
train,13.75,13.75,189.0625,1
train,12.5,13.75,171.875,1.1
train,13.75,13.75,189.0625,1
train,12.5,13.75,171.875,1.1
train,16.25,18.75,304.6875,1.15384615385
train,15,16.25,243.75,1.08333333333
train,18.75,20,375,1.06666666667
train,17.5,21.25,371.875,1.21428571429
train,17.5,21.25,371.875,1.21428571429
train,12.5597269625,16.5803108808,208.244177616,1.3201171435
train,18.75,20,375,1.06666666667
train,12.0136518771,13.2642487047,159.35206635,1.10409797456
train,12.5,13.75,171.875,1.1
train,11.4675767918,16.5803108808,190.135988258,1.44584258574
train,16.25,18.75,304.6875,1.15384615385
train,10,18.75,187.5,1.875
train,12.5,22.5,281.25,1.8
train,20,23.75,475,1.1875
train,12.5,20,250,1.6
train,16.25,28.75,467.1875,1.76923076923
train,21.25,22.5,478.125,1.05882352941
train,26.25,27.5,721.875,1.04761904762
train,17.5,17.5,306.25,1
train,17.5,20,350,1.14285714286
train,17.5,22.5,393.75,1.28571428571
train,18.75,23.75,445.3125,1.26666666667
train,31.25,32.5,1015.625,1.04
train,20,23.75,475,1.1875
train,18.75,25,468.75,1.33333333333
train,20,43.75,875,2.1875
train,16.25,21.25,345.3125,1.30769230769
train,20,30,600,1.5
train,18.75,20,375,1.06666666667
train,17.5,27.5,481.25,1.57142857143
train,31.25,31.25,976.5625,1
train,13.75,15,206.25,1.09090909091
train,15,17.5,262.5,1.16666666667
train,22.5,32.5,731.25,1.44444444444
train,12.5597269625,13.9274611399,174.925109197,1.10889840054
train,21.25,22.5,478.125,1.05882352941
train,27.5,35,962.5,1.27272727273
train,21.25,25,531.25,1.17647058824
train,17.5,25,437.5,1.42857142857
train,30,32.5,975,1.08333333333
train,33.75,37.5,1265.625,1.11111111111
train,22.5,32.5,731.25,1.44444444444
train,16.25,40,650,2.46153846154
train,22.5,22.5,506.25,1
train,20,22.5,450,1.125
train,20,25,500,1.25
train,23.75,25,593.75,1.05263157895
train,16.25,33.75,548.4375,2.07692307692
train,25,25,625,1
train,30,36.25,1087.5,1.20833333333
train,25,31.25,781.25,1.25
train,25,26.25,656.25,1.05
train,33.75,38.75,1307.8125,1.14814814815
train,18.75,30,562.5,1.6
train,21.25,28.75,610.9375,1.35294117647
train,26.25,37.5,984.375,1.42857142857
train,26.25,27.5,721.875,1.04761904762
train,18.75,25,468.75,1.33333333333
train,18.75,22.5,421.875,1.2
train,18.75,23.75,445.3125,1.26666666667
train,17.5,23.75,415.625,1.35714285714
train,13.9274611399,17.4744027304,243.37406497,1.25467251747
train,21.25,22.5,478.125,1.05882352941
train,13.9274611399,14.1979522184,197.741427788,1.01942142045
train,26.25,32.5,853.125,1.2380952381
train,20,22.5,450,1.125
train,22.5,25,562.5,1.11111111111
train,22.5,35,787.5,1.55555555556
train,35,36.25,1268.75,1.03571428571
train,33.75,33.75,1139.0625,1
train,32.5,35,1137.5,1.07692307692
train,35,36.25,1268.75,1.03571428571
train,16.25,16.25,264.0625,1
train,22.5,23.75,534.375,1.05555555556
train,32.5,37.5,1218.75,1.15384615385
train,28.75,40,1150,1.39130434783
train,21.25,26.25,557.8125,1.23529411765
train,32.5,35,1137.5,1.07692307692
train,20,20,400,1
train,20,23.75,475,1.1875
train,16.25,20,325,1.23076923077
train,18.75,18.75,351.5625,1
train,22.5,23.75,534.375,1.05555555556
train,42.5,43.75,1859.375,1.02941176471
train,33.75,37.5,1265.625,1.11111111111
train,16.25,17.5,284.375,1.07692307692
train,11.4675767918,16.5803108808,190.135988258,1.44584258574
train,30,33.75,1012.5,1.125
train,21.25,28.75,610.9375,1.35294117647
train,21.25,22.5,478.125,1.05882352941
train,21.25,22.5,478.125,1.05882352941
train,28.75,28.75,826.5625,1
train,31.25,35,1093.75,1.12
train,25,33.75,843.75,1.35
train,22.5,27.5,618.75,1.22222222222
train,21.25,35,743.75,1.64705882353
train,15.2901023891,21.8860103627,334.639339334,1.43138415988
train,17.5,28.75,503.125,1.64285714286
train,28.75,31.25,898.4375,1.08695652174
train,23.75,25,593.75,1.05263157895
train,23.75,31.25,742.1875,1.31578947368
train,30,33.75,1012.5,1.125
train,16.25,22.5,365.625,1.38461538462
train,21.25,33.75,717.1875,1.58823529412
train,16.25,18.75,304.6875,1.15384615385
train,26.25,33.75,885.9375,1.28571428571
train,18.75,25,468.75,1.33333333333
train,18.75,25,468.75,1.33333333333
train,13.75,17.5,240.625,1.27272727273
train,17.5,17.5,306.25,1
train,23.75,26.25,623.4375,1.10526315789
train,17.5,17.5,306.25,1
train,20,21.25,425,1.0625
train,18.75,27.5,515.625,1.46666666667
train,13.75,20,275,1.45454545455
train,17.5,20,350,1.14285714286
train,17.5,22.5,393.75,1.28571428571
train,16.25,22.5,365.625,1.38461538462
train,22.5,28.75,646.875,1.27777777778
train,15,18.75,281.25,1.25
train,16.25,18.75,304.6875,1.15384615385
train,17.5,17.5,306.25,1
train,17.5,17.5,306.25,1
train,16.25,21.25,345.3125,1.30769230769
train,16.25,17.5,284.375,1.07692307692
train,20,23.75,475,1.1875
train,18.75,20,375,1.06666666667
train,18.75,21.25,398.4375,1.13333333333
train,15,18.75,281.25,1.25
train,18.75,20,375,1.06666666667
train,20,21.25,425,1.0625
train,17.5,17.5,306.25,1
train,16.25,20,325,1.23076923077
train,11.25,17.5,196.875,1.55555555556
train,20,21.25,425,1.0625
train,23.75,25,593.75,1.05263157895
train,23.75,25,593.75,1.05263157895
train,18.75,28.75,539.0625,1.53333333333
train,23.75,37.5,890.625,1.57894736842
train,18.75,27.5,515.625,1.46666666667
train,22.5,25,562.5,1.11111111111
train,18.75,27.5,515.625,1.46666666667
train,26.25,28.75,754.6875,1.09523809524
train,17.5,22.5,393.75,1.28571428571
train,18.75,25,468.75,1.33333333333
train,22.5,27.5,618.75,1.22222222222
train,17.5,21.25,371.875,1.21428571429
train,21.25,22.5,478.125,1.05882352941
train,21.25,28.75,610.9375,1.35294117647
train,20,25,500,1.25
train,17.5,20,350,1.14285714286
train,20,28.75,575,1.4375
train,16.25,25,406.25,1.53846153846
train,23.75,26.25,623.4375,1.10526315789
train,17.5,22.5,393.75,1.28571428571
train,21.25,22.5,478.125,1.05882352941
train,25,32.5,812.5,1.3
train,17.5,20,350,1.14285714286
train,26.25,26.25,689.0625,1
train,32.5,48.75,1584.375,1.5
train,30,32.5,975,1.08333333333
train,18.75,22.5,421.875,1.2
train,21.25,21.25,451.5625,1
train,27.5,40,1100,1.45454545455
train,16.25,18.75,304.6875,1.15384615385
train,17.5,21.25,371.875,1.21428571429
train,17.5,26.25,459.375,1.5
train,20,26.25,525,1.3125
train,15,15,225,1
train,26.25,40,1050,1.52380952381
train,17.5,18.75,328.125,1.07142857143
train,16.25,22.5,365.625,1.38461538462
train,16.25,22.5,365.625,1.38461538462
train,16.25,18.75,304.6875,1.15384615385
train,20,21.25,425,1.0625
train,21.25,25,531.25,1.17647058824
train,15,17.5,262.5,1.16666666667
train,13.75,18.75,257.8125,1.36363636364
train,15,20,300,1.33333333333
train,21.25,22.5,478.125,1.05882352941
train,15,15,225,1
train,17.5,22.5,393.75,1.28571428571
train,18.75,21.25,398.4375,1.13333333333
train,15,18.75,281.25,1.25
train,17.5,20,350,1.14285714286
train,16.25,16.25,264.0625,1
train,16.25,21.25,345.3125,1.30769230769
train,17.5,18.75,328.125,1.07142857143
train,16.25,20,325,1.23076923077
train,17.5,25,437.5,1.42857142857
train,15,15,225,1
train,22.5,23.75,534.375,1.05555555556
train,17.5,21.25,371.875,1.21428571429
train,15,16.25,243.75,1.08333333333
train,17.5,18.75,328.125,1.07142857143
train,11.25,18.75,210.9375,1.66666666667
train,16.25,18.75,304.6875,1.15384615385
train,18.75,18.75,351.5625,1
train,15,23.75,356.25,1.58333333333
train,16.25,27.5,446.875,1.69230769231
train,27.5,30,825,1.09090909091
train,18.75,26.25,492.1875,1.4
train,20,26.25,525,1.3125
train,18.75,25,468.75,1.33333333333
train,15.2538860104,15.2901023891,233.23347893,1.0023742395
train,15.2901023891,16.5803108808,253.514651011,1.0843819393
train,18.75,18.75,351.5625,1
train,18.75,23.75,445.3125,1.26666666667
train,12.5,16.25,203.125,1.3
train,16.25,17.5,284.375,1.07692307692
train,16.25,16.25,264.0625,1
train,12.5,18.75,234.375,1.5
train,18.75,21.25,398.4375,1.13333333333
train,17.5,20,350,1.14285714286
train,12.5,21.25,265.625,1.7
train,21.25,22.5,478.125,1.05882352941
train,21.25,23.75,504.6875,1.11764705882
train,16.25,18.75,304.6875,1.15384615385
train,15,17.5,262.5,1.16666666667
train,10,26.25,262.5,2.625
train,18.75,23.75,445.3125,1.26666666667
train,18.75,22.5,421.875,1.2
train,18.75,20,375,1.06666666667
train,18.75,21.25,398.4375,1.13333333333
train,16.25,22.5,365.625,1.38461538462
train,13.75,16.25,223.4375,1.18181818182
train,16.25,17.5,284.375,1.07692307692
train,15,20,300,1.33333333333
train,12.5,12.5,156.25,1
train,13.75,18.75,257.8125,1.36363636364
train,13.75,16.25,223.4375,1.18181818182
train,12.5,16.25,203.125,1.3
train,17.5,18.75,328.125,1.07142857143
train,16.25,17.5,284.375,1.07692307692
train,13.75,15,206.25,1.09090909091
train,10,10,100,1
train,12.5,20,250,1.6
train,16.25,18.75,304.6875,1.15384615385
train,17.5,18.75,328.125,1.07142857143
train,16.25,17.5,284.375,1.07692307692
train,11.25,12.5,140.625,1.11111111111
train,18.75,28.75,539.0625,1.53333333333
train,16.25,21.25,345.3125,1.30769230769
train,18.75,21.25,398.4375,1.13333333333
train,18.75,20,375,1.06666666667
train,21.25,22.5,478.125,1.05882352941
train,16.25,21.25,345.3125,1.30769230769
train,20,30,600,1.5
train,13.75,18.75,257.8125,1.36363636364
train,13.75,18.75,257.8125,1.36363636364
train,17.5,17.5,306.25,1
train,20,22.5,450,1.125
train,18.75,22.5,421.875,1.2
train,22.5,25,562.5,1.11111111111
train,16.25,18.75,304.6875,1.15384615385
train,13.75,15,206.25,1.09090909091
train,15,18.75,281.25,1.25
train,20,25,500,1.25
train,17.5,20,350,1.14285714286
train,16.25,22.5,365.625,1.38461538462
train,22.5,33.75,759.375,1.5
train,18.75,21.25,398.4375,1.13333333333
train,17.5,25,437.5,1.42857142857
train,11.25,12.5,140.625,1.11111111111
train,15,15,225,1
train,12.5,13.75,171.875,1.1
train,15,15,225,1
train,16.25,27.5,446.875,1.69230769231
train,18.75,28.75,539.0625,1.53333333333
train,15,18.75,281.25,1.25
train,17.5,26.25,459.375,1.5
train,23.75,27.5,653.125,1.15789473684
train,18.75,30,562.5,1.6
train,20,26.25,525,1.3125
train,18.75,23.75,445.3125,1.26666666667
train,23.75,25,593.75,1.05263157895
train,30,30,900,1
train,20,31.25,625,1.5625
train,16.25,25,406.25,1.53846153846
train,18.75,22.5,421.875,1.2
train,22.5,26.25,590.625,1.16666666667
train,18.75,28.75,539.0625,1.53333333333
train,17.5,21.25,371.875,1.21428571429
train,18.75,22.5,421.875,1.2
train,21.25,22.5,478.125,1.05882352941
train,20,22.5,450,1.125
train,17.5,21.25,371.875,1.21428571429
train,18.75,21.25,398.4375,1.13333333333
train,20,20,400,1
train,21.25,23.75,504.6875,1.11764705882
train,16.25,18.75,304.6875,1.15384615385
train,21.25,21.25,451.5625,1
train,16.25,22.5,365.625,1.38461538462
train,16.25,18.75,304.6875,1.15384615385
train,25,26.25,656.25,1.05
train,15,18.75,281.25,1.25
train,12.5,17.5,218.75,1.4
train,16.25,17.5,284.375,1.07692307692
train,13.75,20,275,1.45454545455
train,15,17.5,262.5,1.16666666667
train,16.25,17.5,284.375,1.07692307692
train,15,16.25,243.75,1.08333333333
train,11.25,17.5,196.875,1.55555555556
train,12.5,15,187.5,1.2
train,15,16.25,243.75,1.08333333333
train,12.5,16.25,203.125,1.3
train,15,16.25,243.75,1.08333333333
train,12.5597269625,14.5906735751,183.254876302,1.16170308628
train,12.0136518771,15.2538860104,183.254876302,1.26971267075
train,10.9215017065,13.2642487047,144.865514863,1.21450777202
train,20,23.75,475,1.1875
train,15,17.5,262.5,1.16666666667
train,15,18.75,281.25,1.25
train,17.5,18.75,328.125,1.07142857143
train,18.75,20,375,1.06666666667
train,13.75,18.75,257.8125,1.36363636364
train,25,28.75,718.75,1.15
train,18.75,18.75,351.5625,1
train,13.1058020478,14.5906735751,191.222479619,1.11329879102
train,18.75,23.75,445.3125,1.26666666667
train,22.5,26.25,590.625,1.16666666667
train,18.75,20,375,1.06666666667
train,17.5,21.25,371.875,1.21428571429
train,18.75,21.25,398.4375,1.13333333333
train,23.75,26.25,623.4375,1.10526315789
train,22.5,22.5,506.25,1
train,20,22.5,450,1.125
train,13.75,17.5,240.625,1.27272727273
train,18.75,20,375,1.06666666667
train,16.25,18.75,304.6875,1.15384615385
train,20,20,400,1
train,20,21.25,425,1.0625
train,17.5,22.5,393.75,1.28571428571
train,18.75,25,468.75,1.33333333333
train,16.25,20,325,1.23076923077
train,18.75,20,375,1.06666666667
train,16.25,17.5,284.375,1.07692307692
train,13.75,15,206.25,1.09090909091
train,17.5,22.5,393.75,1.28571428571
train,25,32.5,812.5,1.3
train,21.25,30,637.5,1.41176470588
train,27.5,31.25,859.375,1.13636363636
train,21.25,25,531.25,1.17647058824
train,20,25,500,1.25
train,11.25,22.5,253.125,2
train,15,18.75,281.25,1.25
train,17.5,21.25,371.875,1.21428571429
train,22.5,31.25,703.125,1.38888888889
train,18.75,20,375,1.06666666667
train,21.25,21.25,451.5625,1
train,16.25,17.5,284.375,1.07692307692
train,21.25,23.75,504.6875,1.11764705882
train,16.25,26.25,426.5625,1.61538461538
train,17.5,21.25,371.875,1.21428571429
train,20,22.5,450,1.125
train,13.75,22.5,309.375,1.63636363636
train,22.5,35,787.5,1.55555555556
train,16.25,17.5,284.375,1.07692307692
train,18.75,21.25,398.4375,1.13333333333
train,16.25,18.75,304.6875,1.15384615385
train,20,23.75,475,1.1875
train,23.75,23.75,564.0625,1
train,21.25,23.75,504.6875,1.11764705882
train,20,27.5,550,1.375
train,21.25,26.25,557.8125,1.23529411765
train,16.25,18.75,304.6875,1.15384615385
train,28.75,36.25,1042.1875,1.26086956522
train,12.5,18.75,234.375,1.5
train,17.5,25,437.5,1.42857142857
train,35,48.75,1706.25,1.39285714286
train,22.5,25,562.5,1.11111111111
train,17.5,20,350,1.14285714286
train,33.75,40,1350,1.18518518519
train,26.25,28.75,754.6875,1.09523809524
train,17.5,17.5,306.25,1
train,25,28.75,718.75,1.15
train,47.5,58.75,2790.625,1.23684210526
train,22.5,33.75,759.375,1.5
train,16.25,20,325,1.23076923077
train,18.75,18.75,351.5625,1
train,16.25,17.5,284.375,1.07692307692
train,15,21.25,318.75,1.41666666667
train,21.25,23.75,504.6875,1.11764705882
train,23.75,38.75,920.3125,1.63157894737
train,22.5,33.75,759.375,1.5
train,21.25,26.25,557.8125,1.23529411765
train,13.75,17.5,240.625,1.27272727273
train,22.5,26.25,590.625,1.16666666667
train,11.25,20,225,1.77777777778
train,15,25,375,1.66666666667
train,18.75,20,375,1.06666666667
train,16.25,22.5,365.625,1.38461538462
train,17.5,20,350,1.14285714286
train,16.25,18.75,304.6875,1.15384615385
train,14.7440273038,15.9170984456,234.682134078,1.07956246402
train,12.0136518771,15.2538860104,183.254876302,1.26971267075
train,8.19112627986,13.2642487047,108.649136147,1.61934369603
train,12.6010362694,14.7440273038,185.790022812,1.17006466679
train,9.82935153584,13.2642487047,130.378963377,1.34945308002
train,9.82935153584,14.5906735751,143.416859715,1.48439838803
train,10.9215017065,13.9274611399,152.108790606,1.27523316062
train,8.19112627986,12.6010362694,103.21667934,1.53837651123
train,13.6518771331,15.2538860104,208.244177616,1.11734715026
train,12.0136518771,13.9274611399,167.319669667,1.15930287329
train,15,18.75,281.25,1.25
train,12.5,20,250,1.6
train,17.5,21.25,371.875,1.21428571429
train,13.75,18.75,257.8125,1.36363636364
train,13.75,13.75,189.0625,1
train,16.25,16.25,264.0625,1
train,18.75,27.5,515.625,1.46666666667
train,17.5,26.25,459.375,1.5
train,20.7508532423,27.8549222798,578.013404304,1.34235069539
train,13.6518771331,17.2435233161,235.406461653,1.2630880829
train,14.1979522184,21.2227979275,301.320270915,1.49477879633
train,14.7440273038,27.8549222798,410.693734637,1.88923431203
train,22.5,27.5,618.75,1.22222222222
train,27.5,28.75,790.625,1.04545454545
train,13.75,16.25,223.4375,1.18181818182
train,15,16.25,243.75,1.08333333333
train,15,18.75,281.25,1.25
train,11.25,17.5,196.875,1.55555555556
train,18.75,22.5,421.875,1.2
train,16.25,20,325,1.23076923077
train,18.75,20,375,1.06666666667
train,13.75,15,206.25,1.09090909091
train,11.25,21.25,239.0625,1.88888888889
train,12.5,17.5,218.75,1.4
train,17.5,18.75,328.125,1.07142857143
train,13.75,13.75,189.0625,1
train,11.25,17.5,196.875,1.55555555556
train,13.75,13.75,189.0625,1
train,21.25,27.5,584.375,1.29411764706
train,13.75,16.25,223.4375,1.18181818182
train,13.75,16.25,223.4375,1.18181818182
train,15,17.5,262.5,1.16666666667
train,15,17.5,262.5,1.16666666667
train,16.25,18.75,304.6875,1.15384615385
train,12.5,21.25,265.625,1.7
train,16.25,33.75,548.4375,2.07692307692
train,17.5,21.25,371.875,1.21428571429
train,17.5,27.5,481.25,1.57142857143
train,20,23.75,475,1.1875
train,16.25,17.5,284.375,1.07692307692
